scenario,description,real_estate_mode,lp_initial_capital,initial_re_cash_deployed,initial_re_gross_asset_value,initial_re_debt_balance,initial_re_assumed_liabilities,initial_re_net_equity_value,initial_re_entry_equity_cushion,initial_re_value_to_new_equity_multiple,final_re_gross_asset_value,final_re_debt_balance,final_re_assumed_liabilities,final_re_net_equity_value,final_re_dscr,total_re_debt_service,total_re_capex,total_deal_refi_proceeds,total_re_cashflow_shortfall,total_acquisition_equity_required,total_acquisition_funded_from_retained_cash,total_acquisition_funded_from_reserve,total_acquisition_failed_loss,total_acquisition_unfunded_shortfall,years_modelled,lp_hurdle_moic,lp_hurdle_amount,lp_cash_distributions,lp_cash_moic,lp_economic_moic,lp_irr,lp_cash_irr,lp_economic_irr,gp_cash_irr_if_co_investment,gp_total_value_multiple_if_co_investment,lp_hurdle_achieved,year_hurdle_achieved,liquidity_constrained,final_fund_nav,final_refinance_liability,gp_cumulative_fees,gp_residual_nav,gp_total_economics,gp_residual_nav_pct_initial_lp_capital,gp_total_economics_pct_initial_lp_capital,gp_cumulative_fees_first_n_years,gp_average_annual_fees_first_n_years,gp_survivability_risk,years_with_zero_lp_distribution,years_with_distribution_below_target_yield,longest_zero_distribution_streak,longest_below_target_yield_streak,years_until_first_distribution,lp_time_under_1x_cash_moic,lp_time_under_1x_economic_moic,lp_final_unrecovered_hurdle,lp_redeemed_by_model_end,total_re_cashflow_generated,total_hf_harvest_generated,total_reinvested_into_hf,total_distributed_to_lp,total_added_to_reserve,pct_total_cash_distributed,pct_total_cash_reinvested,pct_total_cash_reserved,years_until_lp_1x_cash_return,years_until_lp_2x_cash_return,lp_cashflow_profile_type,hurdle_completion_trigger_enabled,backend_liquidity_strategy_enabled,backend_liquidity_target_years,backend_liquidity_refi_first,backend_liquidity_max_refi_pct_of_re_nav,backend_liquidity_max_hf_liquidation_pct,hurdle_trigger_executed,hurdle_trigger_year,total_trigger_cash_from_retained_cash,total_trigger_cash_from_reserve,total_trigger_cash_from_hf_liquidation,total_trigger_cash_from_refi,total_trigger_cash_from_re_sale,lp_hurdle_shortfall_after_final_trigger,primary_flag,all_flags
lp_hurdle_sensitivity__fast_success_crypto_bull__hurdle_1_50x,Tests where the LP hurdle becomes economically balanced. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | LP hurdle reduced to 1.50x.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,12482536.564338297,0.0,0.0,12482536.564338297,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.5,15000000.0,15000000.0,1.5,1.5,0.032719210550637534,0.032719210550637534,0.032719210550637534,,,True,13.0,True,37995924.69866218,0.0,438079.0220772126,37995924.69866218,38434003.72073939,3.7995924698662176,3.8434003720739387,148921.2594705,29784.251894099998,True,0,0,0,0,1,12,0,0.0,True,10141455.454517609,0.0,7606091.590888206,15000000.0,1521218.3181776414,1.479077640016464,0.75,0.15000000000000002,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,2021218.3181776414,11964636.1363706,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_hurdle_sensitivity__fast_success_crypto_bull__hurdle_1_75x,Tests where the LP hurdle becomes economically balanced. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | LP hurdle reduced to 1.75x.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,12482536.564338297,0.0,0.0,12482536.564338297,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.75,17500000.0,17500000.0,1.75,1.75,0.0452899109764886,0.0452899109764886,0.0452899109764886,,,True,13.0,True,35495924.69866218,0.0,438079.0220772126,35495924.69866218,35934003.72073939,3.5495924698662176,3.5934003720739387,148921.2594705,29784.251894099998,True,0,0,0,0,1,12,0,0.0,True,10141455.454517609,0.0,7606091.590888206,17500000.0,1521218.3181776414,1.725590580019208,0.75,0.15000000000000002,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,2021218.3181776414,14464636.1363706,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_hurdle_sensitivity__fast_success_crypto_bull__hurdle_2_00x,Tests where the LP hurdle becomes economically balanced. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | Baseline 2.00x LP hurdle.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,12482536.564338297,0.0,0.0,12482536.564338297,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.05625376213771083,0.05625376213771083,0.05625376213771083,,,True,13.0,True,32995924.698662177,0.0,438079.0220772126,32995924.698662177,33434003.72073939,3.2995924698662176,3.343400372073939,148921.2594705,29784.251894099998,True,0,0,0,0,1,12,0,0.0,True,10141455.454517609,0.0,7606091.590888206,20000000.0,1521218.3181776414,1.9721035200219519,0.75,0.15000000000000002,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,2021218.3181776414,16964636.1363706,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_hurdle_sensitivity__slow_grind__hurdle_1_50x,Tests where the LP hurdle becomes economically balanced. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | LP hurdle reduced to 1.50x.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11439880.8757551,0.0,0.0,11439880.8757551,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1.5,15000000.0,15000000.0,1.5,1.5,0.028341389689609864,0.028341389689609864,0.028341389689609864,,,True,15.0,True,24248014.458921738,0.0,440982.13136326516,24248014.458921738,24688996.590285003,2.424801445892174,2.4688996590285,132703.02408,26540.604816,True,0,0,0,0,1,14,0,0.0,True,10243518.835276429,0.0,7682639.126457321,15000000.0,1536527.825291464,1.4643405494939195,0.75,0.15,15.0,15.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,15.0,0.0,2036527.825291464,11939120.291180894,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_hurdle_sensitivity__slow_grind__hurdle_1_75x,Tests where the LP hurdle becomes economically balanced. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | LP hurdle reduced to 1.75x.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11439880.8757551,0.0,0.0,11439880.8757551,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1.75,17500000.0,17500000.0,1.75,1.75,0.03919296550549323,0.03919296550549323,0.03919296550549323,,,True,15.0,True,21748014.458921738,0.0,440982.13136326516,21748014.458921738,22188996.590285003,2.174801445892174,2.2188996590285,132703.02408,26540.604816,True,0,0,0,0,1,14,0,0.0,True,10243518.835276429,0.0,7682639.126457321,17500000.0,1536527.825291464,1.7083973077429062,0.75,0.15,15.0,15.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,15.0,0.0,2036527.825291464,14439120.291180894,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_hurdle_sensitivity__slow_grind__hurdle_2_00x,Tests where the LP hurdle becomes economically balanced. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | Baseline 2.00x LP hurdle.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11439880.8757551,0.0,0.0,11439880.8757551,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2.0,20000000.0,20000000.0,2.0,2.0,0.04864147321958545,0.04864147321958545,0.04864147321958545,,,True,15.0,True,19248014.458921738,0.0,440982.13136326516,19248014.458921738,19688996.590285003,1.9248014458921738,1.9688996590285004,132703.02408,26540.604816,True,0,0,0,0,1,14,0,0.0,True,10243518.835276429,0.0,7682639.126457321,20000000.0,1536527.825291464,1.9524540659918928,0.75,0.15,15.0,15.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,15.0,0.0,2036527.825291464,16939120.291180894,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_hurdle_sensitivity__exceptional_dynasty_outcome__hurdle_1_50x,Tests where the LP hurdle becomes economically balanced. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | LP hurdle reduced to 1.50x.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,16991539.33038768,0.0,0.0,16991539.33038768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.5,15000000.0,15000000.0,1.5,1.5,0.04744140272313935,0.04744140272313935,0.04744140272313935,,,True,9.0,True,27566878.174197063,0.0,413962.5423563991,27566878.174197063,27980840.71655346,2.7566878174197065,2.798084071655346,194477.821824,38895.564364800004,True,0,0,0,0,1,8,0,0.0,True,10407157.461004209,0.0,7805368.095753157,15000000.0,1561073.6191506314,1.4413157537209607,0.75,0.15,9.0,9.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,9.0,0.0,2061073.6191506314,11898210.634748949,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_hurdle_sensitivity__exceptional_dynasty_outcome__hurdle_1_75x,Tests where the LP hurdle becomes economically balanced. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | LP hurdle reduced to 1.75x.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,16991539.33038768,0.0,0.0,16991539.33038768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.75,17500000.0,17500000.0,1.75,1.75,0.0658642028420624,0.0658642028420624,0.0658642028420624,,,True,9.0,True,25066878.174197063,0.0,413962.5423563991,25066878.174197063,25480840.71655346,2.5066878174197065,2.548084071655346,194477.821824,38895.564364800004,True,0,0,0,0,1,8,0,0.0,True,10407157.461004209,0.0,7805368.095753157,17500000.0,1561073.6191506314,1.6815350460077874,0.75,0.15,9.0,9.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,9.0,0.0,2061073.6191506314,14398210.634748949,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_hurdle_sensitivity__exceptional_dynasty_outcome__hurdle_2_00x,Tests where the LP hurdle becomes economically balanced. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | Baseline 2.00x LP hurdle.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,16991539.33038768,0.0,0.0,16991539.33038768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.0,20000000.0,20000000.0,2.0,2.0,0.08201845613332437,0.08201845613332437,0.08201845613332437,,,True,9.0,True,22566878.174197063,43048.525830201805,413962.5423563991,22566878.174197063,22980840.71655346,2.2566878174197065,2.298084071655346,194477.821824,38895.564364800004,True,0,0,0,0,1,8,0,0.0,True,10407157.461004209,0.0,7805368.095753157,20000000.0,1561073.6191506314,1.921754338294614,0.75,0.15,9.0,9.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,9.0,0.0,2061073.6191506314,16855162.108918745,43048.525830201805,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
re_liquidity_sensitivity__base_hit_everyone_happy__re_liquidity_25,Tests whether LP redemption is mainly constrained by conservative RE liquidity assumptions. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 25% RE refi/sale capacity.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.06110705009523221,0.06110705009523221,0.06110705009523221,,,True,12.0,True,16991127.881842636,1670786.1166784242,459789.64720427577,16991127.881842636,17450917.52904691,1.6991127881842636,1.7450917529046912,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,0.0,8009380.383702822,20000000.0,1601876.0767405643,1.8728040474293641,0.7499999999999999,0.14999999999999997,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2101876.0767405643,15159420.422087304,1670786.1166784242,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
re_liquidity_sensitivity__base_hit_everyone_happy__re_liquidity_40,Tests whether LP redemption is mainly constrained by conservative RE liquidity assumptions. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 40% RE refi/sale capacity.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.06110705009523221,0.06110705009523221,0.06110705009523221,,,True,12.0,True,16991127.881842636,1670786.1166784242,459789.64720427577,16991127.881842636,17450917.52904691,1.6991127881842636,1.7450917529046912,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,0.0,8009380.383702822,20000000.0,1601876.0767405643,1.8728040474293641,0.7499999999999999,0.14999999999999997,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2101876.0767405643,15159420.422087304,1670786.1166784242,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
re_liquidity_sensitivity__base_hit_everyone_happy__re_liquidity_60,Tests whether LP redemption is mainly constrained by conservative RE liquidity assumptions. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 60% RE refi/sale capacity.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.06110705009523221,0.06110705009523221,0.06110705009523221,,,True,12.0,True,16991127.881842636,1670786.1166784242,459789.64720427577,16991127.881842636,17450917.52904691,1.6991127881842636,1.7450917529046912,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,0.0,8009380.383702822,20000000.0,1601876.0767405643,1.8728040474293641,0.7499999999999999,0.14999999999999997,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2101876.0767405643,15159420.422087304,1670786.1166784242,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
re_liquidity_sensitivity__slow_grind__re_liquidity_25,Tests whether LP redemption is mainly constrained by conservative RE liquidity assumptions. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 25% RE refi/sale capacity.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11439880.8757551,0.0,0.0,11439880.8757551,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2.0,20000000.0,20000000.0,2.0,2.0,0.04864147321958545,0.04864147321958545,0.04864147321958545,,,True,15.0,True,19248014.458921738,0.0,440982.13136326516,19248014.458921738,19688996.590285003,1.9248014458921738,1.9688996590285004,132703.02408,26540.604816,True,0,0,0,0,1,14,0,0.0,True,10243518.835276429,0.0,7682639.126457321,20000000.0,1536527.825291464,1.9524540659918928,0.75,0.15,15.0,15.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,15.0,0.0,2036527.825291464,16939120.291180894,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
re_liquidity_sensitivity__slow_grind__re_liquidity_40,Tests whether LP redemption is mainly constrained by conservative RE liquidity assumptions. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 40% RE refi/sale capacity.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11439880.8757551,0.0,0.0,11439880.8757551,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2.0,20000000.0,20000000.0,2.0,2.0,0.04864147321958545,0.04864147321958545,0.04864147321958545,,,True,15.0,True,19248014.458921738,0.0,440982.13136326516,19248014.458921738,19688996.590285003,1.9248014458921738,1.9688996590285004,132703.02408,26540.604816,True,0,0,0,0,1,14,0,0.0,True,10243518.835276429,0.0,7682639.126457321,20000000.0,1536527.825291464,1.9524540659918928,0.75,0.15,15.0,15.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,15.0,0.0,2036527.825291464,16939120.291180894,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
re_liquidity_sensitivity__slow_grind__re_liquidity_60,Tests whether LP redemption is mainly constrained by conservative RE liquidity assumptions. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 60% RE refi/sale capacity.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11439880.8757551,0.0,0.0,11439880.8757551,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2.0,20000000.0,20000000.0,2.0,2.0,0.04864147321958545,0.04864147321958545,0.04864147321958545,,,True,15.0,True,19248014.458921738,0.0,440982.13136326516,19248014.458921738,19688996.590285003,1.9248014458921738,1.9688996590285004,132703.02408,26540.604816,True,0,0,0,0,1,14,0,0.0,True,10243518.835276429,0.0,7682639.126457321,20000000.0,1536527.825291464,1.9524540659918928,0.75,0.15,15.0,15.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,15.0,0.0,2036527.825291464,16939120.291180894,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
re_liquidity_sensitivity__liquidity_trap__re_liquidity_25,Tests whether LP redemption is mainly constrained by conservative RE liquidity assumptions. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 25% RE refi/sale capacity.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,17891241.594548605,0.0,0.0,17891241.594548605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.06670740968560329,0.06670740968560329,0.06670740968560329,,,True,11.0,True,21119583.667294312,1784428.0357273705,442729.96088586247,21119583.667294312,21562313.628180176,2.1119583667294313,2.1562313628180174,161308.2292305,32261.6458461,True,0,0,0,0,1,10,0,0.0,True,10709046.555413598,0.0,8031784.916560197,20000000.0,1606356.9833120394,1.8675798911238903,0.7499999999999999,0.14999999999999997,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2106356.983312039,15038310.325419229,1784428.0357273705,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
re_liquidity_sensitivity__liquidity_trap__re_liquidity_40,Tests whether LP redemption is mainly constrained by conservative RE liquidity assumptions. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 40% RE refi/sale capacity.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,17891241.594548605,0.0,0.0,17891241.594548605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.06670740968560329,0.06670740968560329,0.06670740968560329,,,True,11.0,True,21119583.667294312,1784428.0357273705,442729.96088586247,21119583.667294312,21562313.628180176,2.1119583667294313,2.1562313628180174,161308.2292305,32261.6458461,True,0,0,0,0,1,10,0,0.0,True,10709046.555413598,0.0,8031784.916560197,20000000.0,1606356.9833120394,1.8675798911238903,0.7499999999999999,0.14999999999999997,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2106356.983312039,15038310.325419229,1784428.0357273705,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
re_liquidity_sensitivity__liquidity_trap__re_liquidity_60,Tests whether LP redemption is mainly constrained by conservative RE liquidity assumptions. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 60% RE refi/sale capacity.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,17891241.594548605,0.0,0.0,17891241.594548605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.06670740968560329,0.06670740968560329,0.06670740968560329,,,True,11.0,True,21119583.667294312,1784428.0357273705,442729.96088586247,21119583.667294312,21562313.628180176,2.1119583667294313,2.1562313628180174,161308.2292305,32261.6458461,True,0,0,0,0,1,10,0,0.0,True,10709046.555413598,0.0,8031784.916560197,20000000.0,1606356.9833120394,1.8675798911238903,0.7499999999999999,0.14999999999999997,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2106356.983312039,15038310.325419229,1784428.0357273705,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
